id,prediction
280,802.2342
281,433.52408
282,208.45688
283,61.739986
284,23.457958
285,29.061867
286,30.976622
287,30.219473
288,8.859906
289,13.230288
290,88.54609
291,161.95212
292,316.55664
293,793.7332
294,1690.6357
295,1800.5385
296,1709.2709
297,2364.8347
298,2816.1838
299,2524.6724
300,1809.6415
301,1655.7192
302,1401.5569
303,1122.3978
304,751.6394
305,515.98785
306,281.63608
307,100.53205
308,18.085926
309,20.269634
310,17.02368
311,18.759247
312,11.682575
313,20.951744
314,89.52637
315,221.82639
316,615.1481
317,1216.2887
318,1815.9764
319,2084.6838
320,2772.361
321,2993.8945
322,2892.9
323,2610.1152
324,2084.4321
325,1672.0007
326,1243.74
327,875.7091
328,654.31616
329,391.7148
330,233.12106
331,116.13659
332,48.55349
333,17.610807
334,18.464582
335,26.657087
336,3.2482028
337,11.545949
338,58.52491
339,125.44441
340,280.0284
341,632.3364
342,866.2487
343,1080.3218
344,1340.2772
345,1591.8193
346,1639.759
347,1667.3564
348,1518.4778
349,1327.4564
350,1127.2339
351,966.2247
352,735.08624
353,450.5319
354,221.91132
355,99.906685
356,32.46838
357,21.803566
358,20.29666
359,23.471468
360,8.46357
361,0.0
362,62.46892
363,155.37152
364,324.44046
365,589.2671
366,912.41156
367,1373.9596
368,1868.8568
369,2194.526
370,2140.3909
371,2132.6077
372,2122.4165
373,1654.1565
374,1244.8796
375,1055.9683
376,822.17883
377,685.4343
378,350.43564
379,117.678604
380,43.073315
381,21.563932
382,20.849972
383,26.544285
384,13.795192
385,0.0
386,69.13943
387,118.86697
388,245.81064
389,472.1566
390,684.85406
391,936.397
392,1145.0314
393,1384.4209
394,1547.6973
395,1580.4224
396,1774.6473
397,1769.82
398,1207.0238
399,923.5442
400,822.3374
401,731.5293
402,495.04303
403,213.00597
404,66.79731
405,20.016289
406,10.641122
407,58.68929
408,5.544098
409,15.742743
410,205.80038
411,512.73444
412,1427.3783
413,2520.073
414,3430.7473
415,4195.7393
416,4815.6323
417,5259.547
418,5505.9443
419,5583.9355
420,5476.2637
421,4876.556
422,4162.514
423,3347.8225
424,2760.284
425,1810.8165
426,881.5771
427,322.08618
428,126.60167
429,0.0
430,6.3046103
431,4.029737
432,13.715732
433,5.505727
434,122.554955
435,339.45346
436,870.4913
437,1961.6969
438,2590.0562
439,3323.637
440,3757.6082
441,4449.207
442,4353.1255
443,3552.7905
444,2107.9392
445,1345.3881
446,1179.6359
447,1153.4784
448,1136.5446
449,706.62036
450,355.43634
451,169.8536
452,83.86991
453,21.129288
454,25.968893
455,35.525578
456,6.455867
457,15.250506
458,78.46494
459,169.31488
460,387.85773
461,992.5475
462,2619.8271
463,3373.482
464,3568.793
465,3691.2834
466,4438.4326
467,5108.8203
468,5133.7905
469,4677.962
470,4098.5996
471,3451.1895
472,2634.0464
473,1695.8718
474,816.65564
475,292.6985
476,71.05712
477,7.048644
478,21.265995
479,30.214235
480,23.560385
481,11.1837225
482,232.75778
483,717.215
484,1521.0599
485,2446.4392
486,3339.653
487,4137.9106
488,4573.3374
489,5039.3413
490,5341.6953
491,5381.804
492,5214.715
493,4769.501
494,4126.96
495,3431.84
496,2639.9224
497,1722.1635
498,838.27966
499,320.83908
500,114.17794
501,2.486014
502,12.921329
503,0.0
504,14.940427
505,11.439252
506,135.32834
507,408.22385
508,1342.7452
509,2252.1719
510,3129.9912
511,3903.7664
512,4449.457
513,4766.3135
514,4848.265
515,4189.3604
516,3446.9236
517,3730.8428
518,2803.7832
519,1937.4406
520,1517.5215
521,856.9527
522,377.7369
523,134.45453
524,54.366722
525,25.179668
526,19.899319
527,26.732304
528,3.8769588
529,9.806698
530,41.642998
531,117.71824
532,215.31488
533,629.89526
534,906.25287
535,1475.5306
536,1179.1377
537,1033.0657
538,1665.5005
539,3042.7856
540,3483.9924
541,3988.223
542,3839.6028
543,3263.996
544,2468.6816
545,1564.7013
546,715.10803
547,202.22867
548,13.315193
549,0.0
550,0.0
551,31.825409
552,2.155008
553,0.0
554,39.35578
555,54.03051
556,76.62332
557,150.9136
558,327.62814
559,689.69257
560,1356.2887
561,1483.6917
562,1330.6115
563,1406.1302
564,1376.8013
565,1517.3408
566,2285.8042
567,2691.6353
568,1944.6226
569,1009.44696
570,503.538
571,175.93175
572,59.439735
573,4.312494
574,0.0
575,8.882167
576,0.0
577,0.0
578,180.82677
579,544.0337
580,1303.6588
581,2193.3838
582,3056.6167
583,3835.6794
584,4493.1943
585,4938.27
586,5056.545
587,4854.683
588,4472.2456
589,3846.774
590,3461.4165
591,2505.0708
592,2022.2416
593,1419.6849
594,681.4598
595,203.59601
596,18.141256
597,0.0
598,0.0
599,0.0
600,11.72085
601,9.987718
602,182.76031
603,485.48276
604,1220.3889
605,2182.8616
606,3103.1377
607,3723.9624
608,4266.353
609,4879.296
610,5183.539
611,5211.499
612,4966.077
613,4507.285
614,3470.2769
615,2353.2405
616,1527.2115
617,845.8629
618,414.82224
619,188.05872
620,76.619156
621,20.53138
622,28.543331
623,34.701912
624,32.32208
625,25.102629
626,74.012665
627,196.95558
628,437.41565
629,767.47144
630,984.04584
631,1250.6859
632,1210.6405
633,1622.3267
634,2259.2031
635,1582.7114
636,1448.1077
637,1641.8481
638,1202.6779
639,1012.9835
640,644.8961
641,404.37817
642,198.49234
643,76.44116
644,39.682194
645,9.057596
646,4.3053975
647,6.6871862
648,0.0
649,0.0
650,65.74639
651,83.812744
652,112.42871
653,169.6322
654,346.05197
655,709.8853
656,609.2982
657,448.3621
658,793.0399
659,1115.346
660,1130.2834
661,1082.3401
662,952.6231
663,788.5945
664,626.07935
665,408.37256
666,248.58586
667,96.79976
668,34.936268
669,0.0
670,10.694193
671,13.577621
672,12.813201
673,0.0
674,66.510574
675,296.29742
676,821.97107
677,1733.2146
678,2737.5574
679,3555.9243
680,4002.1453
681,4349.622
682,4582.035
683,4475.16
684,4211.16
685,4034.1812
686,3228.0298
687,2329.0884
688,1571.0785
689,876.6209
690,342.8133
691,101.50265
692,4.952944
693,0.0
694,0.0
695,0.0
696,28.46731
697,17.45034
698,65.96268
699,118.28946
700,311.19156
701,436.7312
702,624.7798
703,1099.8723
704,1863.5017
705,3058.1619
706,3468.827
707,3652.1497
708,3794.801
709,2941.1345
710,1439.0752
711,801.9274
712,570.47974
713,428.54227
714,243.75615
715,111.8846
716,21.36715
717,0.30837092
718,0.7177576
719,9.388325
720,0.0
721,0.0
722,0.0
723,0.39230156
724,34.744392
725,137.63925
726,303.9285
727,443.5147
728,550.51434
729,600.7483
730,624.3341
731,584.29675
732,518.80615
733,451.98026
734,418.5312
735,301.5867
736,191.63031
737,86.223755
738,12.208067
739,0.0
740,0.0
741,0.0
742,0.0
743,0.0
744,5.1716595
745,4.7057176
746,4.8912
747,9.768855
748,79.03837
749,187.5633
750,281.57614
751,433.1466
752,570.11523
753,636.4861
754,667.0498
755,652.2437
756,633.8055
757,598.39514
758,558.9121
759,471.1271
760,323.5985
761,158.55966
762,62.51521
763,2.5040917
764,9.542457
765,9.5329275
766,6.626855
767,4.9997635
768,0.0
769,5.374876
770,16.166996
771,28.766119
772,116.66026
773,264.86615
774,442.03903
775,597.8133
776,723.60144
777,804.6791
778,831.8487
779,783.4921
780,714.66315
781,665.9198
782,598.1233
783,420.60086
784,245.26381
785,130.06068
786,44.220078
787,0.0
788,0.0
789,0.0
790,0.0
791,0.0
792,0.0
793,1.0044745
794,0.7066879
795,7.523297
796,73.44532
797,251.5979
798,436.8984
799,589.09937
800,718.0823
801,747.9756
802,725.42914
803,706.0679
804,651.496
805,580.85596
806,604.61584
807,492.35434
808,354.26157
809,170.00188
810,42.880722
811,6.2578664
812,6.056154
813,9.730459
814,8.080762
815,4.0007005
816,0.0
817,4.770937
818,14.502471
819,35.69738
820,106.95831
821,265.93304
822,445.5937
823,588.6209
824,715.9698
825,770.09576
826,811.8513
827,808.98206
828,817.7875
829,772.6985
830,676.22125
831,553.1515
832,374.93707
833,203.97658
834,76.05407
835,12.343401
836,0.0
837,0.0
838,0.0
839,0.0
840,0.0
841,8.163903
842,11.422291
843,44.37006
844,148.50667
845,300.14658
846,460.5206
847,614.2175
848,670.97
849,702.1172
850,688.7099
851,649.60895
852,640.276
853,649.3333
854,609.03253
855,498.98233
856,323.6917
857,171.69875
858,64.87974
859,6.6044593
860,0.0
861,0.0
862,0.0
863,0.0
864,0.0
865,4.549035
866,10.068819
867,46.15804
868,151.53908
869,304.71774
870,474.69693
871,628.32043
872,737.60834
873,811.6888
874,783.6298
875,730.41504
876,708.3628
877,676.0407
878,625.4044
879,487.64038
880,314.7903
881,178.83289
882,61.840023
883,11.901633
884,2.4413311
885,0.0
886,0.0
887,0.0
888,2.968513
889,4.5639052
890,4.395376
891,10.808015
892,23.613085
893,62.92588
894,115.79855
895,173.20972
896,229.76642
897,271.00305
898,295.99164
899,354.76996
900,412.11383
901,486.08374
902,394.16336
903,341.73657
904,233.81982
905,110.440575
906,31.362743
907,0.6686329
908,0.0
909,0.0
910,0.0
911,0.0
912,0.0
913,0.0
914,0.63762474
915,9.815551
916,53.531258
917,104.52311
918,264.50708
919,452.3706
920,559.1894
921,577.6498
922,624.87335
923,634.0084
924,617.7002
925,567.2353
926,507.43582
927,389.28143
928,206.73183
929,80.64482
930,12.840882
931,0.0
932,0.0
933,0.0
934,0.0
935,0.0
936,1.3694592
937,1.7376003
938,0.5016029
939,12.418305
940,34.09675
941,69.70066
942,123.85688
943,214.89502
944,386.03952
945,400.77298
946,373.18704
947,374.62213
948,328.67648
949,281.82706
950,232.73175
951,167.74242
952,97.7833
953,47.191433
954,13.199065
955,0.0
956,0.0
957,0.0
958,0.0
959,0.0
960,1.9938792
961,7.410416
962,0.0
963,3.2788534
964,34.866745
965,111.0827
966,268.37433
967,467.17145
968,505.55112
969,381.66226
970,332.90857
971,442.06772
972,419.54547
973,364.17175
974,318.6416
975,327.21527
976,270.72055
977,168.27275
978,72.114204
979,12.642055
980,0.0
981,0.0
982,0.0
983,0.0
984,0.0
985,0.0
986,7.0837297
987,17.036123
988,62.280872
989,148.35056
990,271.38852
991,378.75394
992,459.294
993,494.9075
994,471.89868
995,496.80997
996,494.30334
997,430.13135
998,371.5913
999,298.72845
1000,184.65703
1001,78.890495
1002,17.21799
1003,0.0
1004,0.0
1005,0.0
1006,0.0
1007,0.0
1008,5.9117823
1009,1.9760159
1010,6.1300597
1011,20.621552
1012,60.997726
1013,153.51622
1014,315.72977
1015,381.32202
1016,386.62213
1017,487.15533
1018,573.3702
1019,534.8394
1020,435.2763
1021,386.7832
1022,327.5166
1023,261.42462
1024,170.35263
1025,102.03825
1026,42.584763
1027,8.362482
1028,0.0
1029,0.0
1030,0.0
1031,0.0
1032,1.928662
1033,1.3985691
1034,6.9724364
1035,27.602085
1036,96.03067
1037,191.53738
1038,302.42767
1039,379.17694
1040,524.8496
1041,584.49445
1042,571.9889
1043,520.1552
1044,442.00153
1045,355.19183
1046,256.23715
1047,163.72984
1048,101.48732
1049,45.304775
1050,7.3465405
1051,0.0
1052,0.0
1053,0.0
1054,0.0
1055,0.0
1056,0.0
1057,3.4757593
1058,0.0
1059,3.8455086
1060,43.580406
1061,116.19307
1062,171.0701
1063,219.94179
1064,294.08865
1065,367.8523
1066,387.98
1067,389.5668
1068,375.97296
1069,343.61334
1070,284.50763
1071,222.77081
1072,147.86028
1073,74.36837
1074,21.415731
1075,0.24559237
1076,0.0
1077,0.2699677
1078,3.4635875
1079,0.0
1080,0.0
1081,0.12717983
1082,1.8567632
1083,16.801632
1084,56.351696
1085,113.2983
1086,177.07716
1087,262.41275
1088,376.12524
1089,454.66568
1090,453.62384
1091,437.15814
1092,439.2121
1093,374.0005
1094,289.136
1095,213.64493
1096,155.43784
1097,124.91459
1098,46.36806
1099,6.622721
1100,0.0
1101,0.0
1102,0.0
1103,0.0
1104,0.0
1105,0.0
1106,0.0
1107,8.799084
1108,43.406788
1109,97.02113
1110,147.90996
1111,214.11485
1112,264.35617
1113,317.3826
1114,363.9304
1115,357.2653
1116,399.71918
1117,401.95102
1118,312.70346
1119,219.18219
1120,167.97452
1121,134.11528
1122,68.190735
1123,20.338257
1124,0.0
1125,1.1875501
1126,0.0
1127,0.0
1128,8.1930275
1129,12.161597
1130,21.363155
1131,69.10642
1132,203.12314
1133,373.01895
1134,535.1743
1135,683.2473
1136,796.70624
1137,863.4429
1138,887.6967
1139,864.6548
1140,878.2825
1141,832.11786
1142,730.7704
1143,585.1323
1144,439.06808
1145,288.262
1146,145.32228
1147,43.378372
1148,0.0
1149,6.5635524
1150,0.0
1151,0.0
1152,5.8148694
1153,13.008981
1154,18.500475
1155,55.414116
1156,157.42937
1157,323.703
1158,431.7476
1159,574.9656
1160,674.8291
1161,793.62823
1162,786.86865
1163,685.6179
1164,527.5831
1165,401.2758
1166,312.81143
1167,274.82477
1168,245.78401
1169,132.28346
1170,49.801567
1171,17.998783
1172,2.4215295
1173,3.6922522
1174,11.390282
1175,0.0
1176,3.0720806
1177,5.6775737
1178,12.172058
1179,31.711851
1180,86.34766
1181,200.97949
1182,455.5991
1183,598.47906
1184,658.4068
1185,713.41846
1186,800.4667
1187,861.9283
1188,857.7795
1189,811.66907
1190,716.5731
1191,591.8325
1192,446.09354
1193,293.05978
1194,148.94946
1195,42.789913
1196,7.4411674
1197,7.2192245
1198,7.227614
1199,1.9632385
1200,0.0
1201,1.2808235
1202,24.345758
1203,80.86932
1204,193.85992
1205,349.94263
1206,511.14398
1207,660.1751
1208,774.4236
1209,849.60504
1210,876.252
1211,854.7254
1212,860.2579
1213,830.49963
1214,730.89355
1215,605.9993
1216,464.0602
1217,309.5953
1218,161.7958
1219,50.092537
1220,0.43580142
1221,2.134326
1222,0.0
1223,0.0
1224,0.0
1225,0.0
1226,11.439933
1227,62.104618
1228,191.46327
1229,344.74036
1230,512.2647
1231,667.67975
1232,795.0745
1233,826.6186
1234,836.5067
1235,804.08215
1236,718.0475
1237,739.12445
1238,631.83844
1239,476.26428
1240,337.13763
1241,219.24205
1242,94.289444
1243,26.833036
1244,5.9085
1245,7.3139057
1246,1.996213
1247,0.0
1248,10.157877
1249,2.0680385
1250,7.0833263
1251,30.504221
1252,66.57572
1253,151.80084
1254,206.71187
1255,340.964
1256,350.36646
1257,358.75375
1258,392.52026
1259,600.29297
1260,696.2985
1261,749.139
1262,708.24786
1263,585.89453
1264,441.1701
1265,301.30984
1266,155.4542
1267,47.66297
1268,0.0
1269,0.0
1270,14.9699335
1271,2.7728562
1272,0.0
1273,0.0
1274,0.7382257
1275,21.37122
1276,42.685596
1277,87.9161
1278,138.12363
1279,211.71751
1280,369.68576
1281,409.39868
1282,372.7618
1283,370.40573
1284,358.8543
1285,383.66272
1286,510.46204
1287,544.1651
1288,382.18988
1289,221.39198
1290,102.38084
1291,32.50561
1292,5.019078
1293,2.6954403
1294,0.0
1295,0.0
1296,0.0
1297,0.0
1298,16.172482
1299,84.22704
1300,201.22554
1301,357.8971
1302,517.19855
1303,661.8827
1304,773.9003
1305,839.5156
1306,840.37756
1307,804.90436
1308,804.98395
1309,726.8636
1310,648.01843
1311,510.09207
1312,375.153
1313,266.919
1314,152.17818
1315,53.32086
1316,3.0644
1317,1.4598981
1318,0.0
1319,0.0
1320,0.0
1321,0.0
1322,13.042506
1323,68.68622
1324,173.06335
1325,332.35934
1326,492.47668
1327,621.5555
1328,725.99457
1329,832.15576
1330,882.8585
1331,833.0521
1332,853.6612
1333,804.3948
1334,695.922
1335,510.61032
1336,359.6975
1337,223.69551
1338,104.024956
1339,33.617958
1340,8.125872
1341,6.2451024
1342,3.1469119
1343,0.0
1344,2.9976313
1345,8.748215
1346,15.707262
1347,51.693256
1348,100.6266
1349,176.44405
1350,256.24915
1351,321.33093
1352,353.58398
1353,419.63446
1354,529.05084
1355,439.45703
1356,387.65335
1357,426.95636
1358,339.2271
1359,257.1018
1360,161.8734
1361,80.010864
1362,28.02038
1363,0.81237763
1364,0.0
1365,0.0
1366,0.0
1367,0.0
1368,0.0
1369,6.766821
1370,10.303542
1371,25.376743
1372,49.096
1373,85.053024
1374,143.80328
1375,218.0885
1376,270.00262
1377,264.44443
1378,337.22375
1379,376.60034
1380,361.0028
1381,333.68228
1382,275.46884
1383,206.88185
1384,143.21762
1385,79.48365
1386,30.008524
1387,4.4556847
1388,0.0
1389,5.9015903
1390,0.0
1391,0.0
1392,0.0
1393,2.5776246
1394,25.402376
1395,64.60756
1396,146.4969
1397,294.78168
1398,460.9059
1399,614.28656
1400,698.83496
1401,760.987
1402,777.3106
1403,755.6652
1404,735.9225
1405,723.95447
1406,619.17053
1407,474.81177
1408,318.8612
1409,196.67174
1410,89.08995
1411,27.106945
1412,7.7264023
1413,6.54229
1414,0.50697756
1415,0.0
1416,0.0
1417,7.0837464
1418,12.388931
1419,31.388264
1420,87.86825
1421,138.227
1422,195.78412
1423,309.64203
1424,452.23352
1425,637.5032
1426,676.10535
1427,683.3394
1428,725.07324
1429,633.1297
1430,426.02106
1431,261.37598
1432,166.7886
1433,104.063065
1434,47.543243
1435,12.831053
1436,0.97334146
1437,4.0642514
1438,0.0
1439,0.0
1440,3.1394749
1441,1.4872508
1442,2.7343974
1443,2.3945222
1444,14.687798
1445,65.67602
1446,162.5326
1447,269.04947
1448,354.5989
1449,414.2612
1450,425.63367
1451,394.63766
1452,259.6669
1453,223.9522
1454,229.36284
1455,170.26631
1456,122.41903
1457,72.816154
1458,23.263025
1459,6.138755
1460,2.3812482
1461,0.0
1462,2.5814655
1463,0.36871433
1464,0.6242402
1465,1.0262295
1466,1.6549287
1467,7.5642743
1468,44.17351
1469,96.47682
1470,161.1316
1471,262.32303
1472,381.39514
1473,460.0256
1474,489.05652
1475,479.4903
1476,460.171
1477,439.52753
1478,428.3467
1479,380.3495
1480,251.6994
1481,126.845856
1482,42.629486
1483,7.596681
1484,1.5317096
1485,1.4430027
1486,2.6700904
1487,2.5429764
1488,2.5632277
1489,3.7441115
1490,4.841574
1491,21.889912
1492,58.375378
1493,153.10097
1494,306.1548
1495,473.93018
1496,599.41516
1497,685.7746
1498,727.6802
1499,657.83496
1500,588.144
1501,548.9449
1502,465.65625
1503,301.41107
1504,182.76152
1505,115.5282
1506,52.66597
1507,13.816455
1508,3.8994753
1509,1.1728524
1510,0.83342206
1511,1.8735613
1512,1.9311284
1513,2.3629293
1514,1.574075
1515,11.394346
1516,50.887714
1517,128.81776
1518,288.32422
1519,434.00217
1520,521.9423
1521,571.61847
1522,531.1216
1523,540.90967
1524,456.44485
1525,404.78033
1526,476.34113
1527,401.76108
1528,285.659
1529,138.90622
1530,53.8488
1531,18.757652
1532,4.5955844
1533,1.8345782
1534,0.08849434
1535,1.3153199
1536,3.8967495
1537,4.6858997
1538,10.846009
1539,28.353395
1540,69.68942
1541,157.71552
1542,296.59763
1543,459.65247
1544,588.4953
1545,634.28094
1546,702.7104
1547,756.48584
1548,716.891
1549,642.6828
1550,557.61487
1551,399.53534
1552,270.0263
1553,161.92921
1554,75.75347
1555,21.018457
1556,4.753264
1557,2.3060124
1558,2.5983143
1559,2.565037
1560,2.268893
1561,2.3077257
1562,8.211382
1563,23.990747
1564,70.61917
1565,174.85901
1566,323.65195
1567,432.42358
1568,509.15552
1569,510.25504
1570,496.17496
1571,472.3792
1572,453.7326
1573,481.3198
1574,481.97253
1575,388.11093
1576,228.76204
1577,137.61557
1578,69.710754
1579,18.571518
1580,4.856158
1581,3.3388102
1582,3.795501
1583,3.9747937
1584,3.2340841
1585,3.5934732
1586,9.835144
1587,26.25078
1588,75.888054
1589,195.27522
1590,349.9247
1591,488.04843
1592,594.98804
1593,645.0248
1594,624.4736
1595,608.1245
1596,569.115
1597,528.31635
1598,475.80234
1599,358.06216
1600,226.2433
1601,138.54707
1602,71.990906
1603,20.977545
1604,3.9000823
1605,5.4398427
1606,4.393237
1607,1.3424991
1608,1.2919393
1609,1.292793
1610,5.385259
1611,5.2643437
1612,10.939588
1613,20.884842
1614,38.9597
1615,62.857723
1616,90.073685
1617,114.21799
1618,134.7826
1619,187.70929
1620,237.66315
1621,297.07703
1622,241.69121
1623,217.23515
1624,160.50925
1625,100.108284
1626,50.32933
1627,23.677073
1628,0.8627583
1629,4.102602
1630,4.5776534
1631,5.309859
1632,1.5460981
1633,2.396076
1634,5.722557
1635,13.285985
1636,32.701893
1637,66.72408
1638,136.9747
1639,259.8372
1640,365.4985
1641,372.71576
1642,432.78915
1643,437.88846
1644,421.98962
1645,366.9459
1646,295.74036
1647,210.9869
1648,99.888855
1649,44.301453
1650,21.089233
1651,6.5098705
1652,6.3568397
1653,3.7833087
1654,4.7055135
1655,0.54290366
1656,1.7889131
1657,1.7154949
1658,6.16806
1659,10.075006
1660,15.334127
1661,35.40169
1662,92.0091
1663,136.64772
1664,213.95894
1665,239.57162
1666,237.77133
1667,253.69472
1668,230.62465
1669,189.40901
1670,147.86157
1671,121.25936
1672,75.80254
1673,46.370506
1674,31.819962
1675,11.241512
1676,6.302104
1677,5.5492167
1678,2.9269886
1679,5.165915
1680,2.9803057
1681,2.517388
1682,7.2765126
1683,12.350231
1684,27.434505
1685,60.959995
1686,131.85097
1687,249.60057
1688,289.09073
1689,176.69435
1690,158.00348
1691,203.23868
1692,231.34735
1693,210.09146
1694,194.31667
1695,218.35594
1696,196.09378
1697,130.00583
1698,71.50215
1699,25.688368
1700,8.680274
1701,3.5343072
1702,4.51587
1703,4.2416735
1704,1.3892752
1705,1.5442731
1706,9.905684
1707,20.248938
1708,56.26661
1709,101.357124
1710,153.28346
1711,207.6412
1712,261.1675
1713,300.04727
1714,285.49768
1715,305.00635
1716,309.65366
1717,256.65897
1718,234.16618
1719,206.44289
1720,143.00562
1721,87.18869
1722,45.255043
1723,18.976166
1724,0.75474495
1725,1.8511411
1726,2.9057083
1727,1.9076791
1728,0.0809364
1729,1.401968
1730,8.387072
1731,15.017054
1732,37.101273
1733,81.61235
1734,150.28212
1735,183.22934
1736,198.75764
1737,262.93298
1738,353.46146
1739,324.94012
1740,243.04388
1741,218.72427
1742,199.77518
1743,161.10588
1744,125.70387
1745,91.27043
1746,50.81933
1747,24.101713
1748,8.916316
1749,5.515755
1750,4.235155
1751,1.5065688
1752,1.240884
1753,1.6207272
1754,9.813012
1755,19.39533
1756,62.01255
1757,111.609505
1758,179.19968
1759,233.22458
1760,313.59918
1761,355.87042
1762,359.02176
1763,341.2127
1764,289.25836
1765,242.58751
1766,200.15195
1767,157.90317
1768,121.94911
1769,78.603325
1770,43.804485
1771,24.654362
1772,6.001048
1773,2.7452936
1774,2.4402661
1775,0.91106063
1776,1.1743853
1777,2.094279
1778,9.209503
1779,16.013773
1780,36.114525
1781,74.30893
1782,108.187
1783,134.85916
1784,168.91434
1785,207.19994
1786,232.05113
1787,245.78983
1788,232.94453
1789,212.71872
1790,181.34846
1791,156.53647
1792,125.795815
1793,82.7973
1794,43.2415
1795,21.62239
1796,5.0893874
1797,3.5062783
1798,3.8600957
1799,1.7841377
1800,1.0308535
1801,1.6539433
1802,9.197894
1803,16.776468
1804,43.22139
1805,76.18819
1806,113.81769
1807,160.00215
1808,214.49405
1809,270.54373
1810,282.9019
1811,288.54028
1812,293.14117
1813,246.89507
1814,198.59843
1815,169.6915
1816,139.63239
1817,114.39738
1818,64.540985
1819,26.818455
1820,5.5636964
1821,3.2776797
1822,3.683687
1823,1.562947
1824,1.1085953
1825,0.8011001
1826,10.757014
1827,18.599325
1828,39.988266
1829,75.652145
1830,104.806175
1831,137.80838
1832,170.33243
1833,199.39557
1834,223.60959
1835,232.62015
1836,241.98666
1837,244.65886
1838,196.4092
1839,156.44048
1840,130.43495
1841,115.07775
1842,75.79429
1843,36.651485
1844,7.9344254
